"Name","Address","Group","Notes","Gender","Ethnicity","Date.Opened","Date.Closed","yrOpen","yrClose","decadeOpen","decadeClose","singleOut","lon","lat","decade"
"Crypt","1010 Half St SE Washington DC","Club/Bar","Leather/fetish bar next to the Edge","M","","6/15/1996","?","96","",1990,1990,"",-77.007458,38.8783099,"1990"
"Dakota","1777 Columbia Rd NW Washington DC","Club/Bar","Dance club, gay and straight, held fundraisers and hosted Ladies of the 80s events","M","","Oct-87","May-90","87","90",1980,1990,"",-77.0421739,38.9234624,"1990"
"Edge","56 L St SE Washington DC","Club/Bar","Followed the Lost & Found at this location.  Manager: Jeff Neal.  Licenses suspended December 1998 for fights.  (See also entries for Lost & Found; Quorum; Wet; Zone.)","M","","1991","2006","91","06",1990,2000,"",-77.0082721,38.8775343,"1990"
"Fireplace","2161 P St NW Washington DC","Club/Bar","The Fireplace was a restaurant at this location in the 50s; after being known as P St. Station, it returned to being the Fireplace.  Judy, popular bartender/waitress of the Georgetown Grill, works here.  Much of the crowd from the Circle moved here after the Circle closed in 2000.","M","","10/1/1991","","91","",1990,1990,"",-77.048592,38.90983,"1990"
"Follies","24 O St SE Washington DC","Club/Bar","Owners: Edward Dawson, Martin Crowetz.  Manager Wilson Fitzsimmons. Indicted as 'bawdy house' in November 1992.  One of many SE gay establishments shuttered for construction of the Washington Nationals ballpark.","M","","10/1/1978","Mar-06","78","06",1970,2000,"",-76.970084,38.848158,"1990"
"Fraternity House","2122 P St NW rear Washington DC","Club/Bar","Had nude dancers, karaoke, and experimented with 2nd floor restaurant and leather club.  Started Sorority Nights for women on Wednesdays in April 1995.  (See entry for Omega.)","M","","9/1/1976","Apr-97","76","97",1970,1990,"",-77.0475841,38.9094857,"1990"
"Friends","2122 P St NW Washington DC","Club/Bar","Piano bar with pianist Carl Barnwell (who moved to Trumpets after Friends closed). Owners: Jay Lamont , Russ Pepin","M","","1982","Mar-94","82","94",1980,1990,"",-77.0476099,38.9095043,"1990"
"Glorious Health Club","24 O St SE Washington DC","Club/Bar","Owner Bob Siegel.  One of many SE gay establishments shuttered for construction of the Washington Nationals ballpark.","M","","1980","Apr-06","80","06",1980,2000,"",-76.970084,38.848158,"1990"
"Green Lantern","1335 Green Ct NW Washington DC","Club/Bar","At the same location as the 1920s Krazy Kat.  Disco bar behind 1313 L St NW.  Fined and closed twice (September 1996 and March 1997) by the ABC for violation of liquor laws/fondling of nude dancers.  Re-opened in same location October 2001.  ToolShed, an upstairs bar, mostly leather.  Owner from 2001: Greg Zehnacker","M","","12/26/1992","","92","",1990,1990,"dec90",-77.0308547,38.9044805,"1990"
"Jenkins Hill/Underground","319 Pennsylvania Ave SE Washington DC","Club/Bar","Jenkins Hill Underground advertised as a ""lesbian and gay nightclub"" that offered a bar, pool and darts","M","","Nov-96","Jun-98","96","98",1990,1990,"",-77.0013878,38.8864462,"1990"
"Jenny's Lounge","401 M St SW Washington DC","Club/Bar","Weekend dance club on SW waterfront that also hosted drag pageants and drag shows.","M","","1998","?","98","",1990,1990,"",-77.0181687,38.8767074,"1990"
"Lizard Lounge","1520 14th St NW Washington DC","Club/Bar","Gay male dance night at the Saint, Sundays.  Moved from 1520 14th St to 1223 Club on CT Ave.  Founder Mark Lee shut the promotion down when D.C. banned indoor smoking.","M","","6/21/1998","4/9/2006","98","06",1990,2000,"",-77.0322874,38.9102745,"1990"
"Lizard Lounge","1223 Connecticut Ave NW Washington DC","Club/Bar","Gay male dance night at the Saint, Sundays.  Moved from 1520 14th St to 1223 Club on CT Ave.  Founder Mark Lee shut the promotion down when D.C. banned indoor smoking.","M","","6/22/1998","4/10/2006","98","06",1990,2000,"",-77.0412523,38.9066832,"1990"
"Lost & Found","56 L St SE Washington DC","Club/Bar","The Lost and Found opened in the Fall of 1971 and was almost immediately picketed by the newly formed Committee for Open Gay Bars because of racist and sexist carding policies designed to keep out African-Americans, women, and drag queens.  Original owners were Donn Culver and Bill Bickford.  It became one of the biggest discos in town.  Culver died in a fall from the roof.  Replaced by Quorum in 1991, the name was resurrected in 1993 when Quorum changed its name back to Lost and Found.  Replaced by the Edge.  Just Us:  “Quiet elegance in dining and décor with good disco music re the trademarks of the Lost and Found.  Live band Sunday at 3:00 pm for the tea dance.  No cover except on Halloween and New Year’s.  Reservations are definitely in order for dinner.  Men and women have separate bar areas with different atmosphere, but mingling is constant.  Free popcorn, old prices Tuesday through Thursday nights, pool tables are some special features.  (See also entry for Edge; Quorum; Wet; Zone.)","M","","10/1/1971","9/15/1991","71","91",1970,1990,"",-77.0082721,38.8775343,"1990"
"Mr. P's","2147 P St NW Washington DC","Club/Bar","First gay club on the P St. strip. Patio behind the building. George Dotson and Gene Newsome first owners.  John Mako second owner.  Long tradition of drag shows.  Hostesses included Erica Kane, Xavier Bloomingdale, and Marilyn Monroe.  Upstairs bar called the Loft, Monday night leather crowd, Centaurs.","M","","3/1/1976","1/10/2004","76","04",1970,2000,"",-77.0482038,38.9098529,"1990"
"Omega","2122 P St NW rear Washington DC","Club/Bar","The Fraternity House changed its name and décor to Omega.  The dance floor was removed.  After Cobalt burned (1998), Omega became the site of a Monday night drag show hosted by J C Van Raine. Popular Thursday night karaoke show.  Owner: Glenn Thompson.  Building sold at the end of 2012, shutting down the club.","M","","Apr-97","12/26/2012","97","12",1990,2010,"",-77.0475841,38.9094857,"1990"
"Opera","1777 Columbia Rd NW Washington DC","Club/Bar","Popular dance club replaced Dakota","M","","5/4/1990","Jun-05","90","05",1990,2000,"",-77.0421739,38.9234624,"1990"
"Ozone","1777 Columbia Rd NW Washington DC","Club/Bar","Part of Dakota complex, Wednesday night gay dancing.","M","","1/1/1989","1990","89","90",1980,1990,"",-77.0421739,38.9234624,"1990"
"Ozone","1214 18th St NW Washington DC","Club/Bar","Saturday gay dancing.  Nude dancers on Fridays.  Women's night started in October 1997.","M","","9/1/1996","Feb-98","96","98",1990,1990,"",-77.0419233,38.906271,"1990"
"P St Station","2161 P St NW Washington DC","Club/Bar","Succeeded the Fireplace restaurant.  Became Danny's P St Station in 1986, then just Danny's.","M","","4/1/1984","Oct-91","84","91",1980,1990,"",-77.048592,38.90983,"1990"
"Parachute","815 V St NW Washington DC","Club/Bar","Warehouse disco.  Later replaced in this location by the 9:30 Club.  (See also entry for 9:30 Club.)","M","","2/16/1992","?","92","",1990,1990,"",-77.0236339,38.9180478,"1990"
"Pump Room","21 Dupont Circle NW Washington DC","Club/Bar","Tuesday evening gay men’s night at the Chicago club","M","","6/4/1991","?","91","",1990,1990,"",-77.0438007,38.9088504,"1990"
"Quorum","56 L St SE Washington DC","Club/Bar","Disco bar in former Lost & Found building but resurrected the Lost & Found name in late 1992, and changed back to the Lost & Found name in the summer of 1993.  (See also entries for Edge; Lost & Found; Wet; Zone.)","M","","7/10/1992","1993","92","93",1990,1990,"",-77.0082721,38.8775343,"1990"
"Rascals","1520 Connecticut Ave NW Washington DC","Club/Bar","Rascals was one of Dupont's major show and dance bars for more than a decade.  Amateur drag shows, hosted by Sparkle MaHaris among others, started many female impersonators' careers.  The top floor (called Shooters) had nude male dancers (also with a separate entrance from the alley).  License suspended in June 92.  December 92, Riggs Bank which owned the building, limited lease renewal to only 1 year.  Rascals decided to close and move across the street.  Owner: Billy Mann.","M","","1979","Dec-92","79","92",1970,1990,"",-77.0442022,38.9107085,"1990"
"Rogue","476 K St NW Washington DC","Club/Bar","Known as Rogue II, the Rogue at 5th & K was in the same building as a restaurant, Stage Door, and Louis.  Over the years, the other two venues disappeared and the Rogue II became a seedy straight bar in a neglected urban zone.  The Brass Rail was a neighbor but didn't last.","M","","10/1/1983","1997","83","97",1980,1990,"",-77.0187411,38.9022723,"1990"
"Secrets","1345 Half St SE Washington DC","Club/Bar","Behind Ziegfeld’s, featured nude dancers.  One of the businesses closed down by the city to build the Washington Nationals ballpark.  (See also entry for Ziegfeld’s.)","M","","Nov-89","Apr-06","89","06",1980,2000,"",-77.0074621,38.8753783,"1990"
"Shooters","3 Riggs Ct NW Washington DC","Club/Bar","Entrance behind Rascals.  Nude male dancers on top floor of Rascals.","M","","1/1/1985","Oct-92","85","92",1980,1990,"",-77.0311784,38.9133532,"1990"
"UnderGround","3047 15th St NW Washington DC","Club/Bar","Underground was meant to be a monthly event with a new location each month.  The circulating party did not circulate for long.","M","","2/8/1991","?","91","",1990,1990,"",-77.0357768,38.9285225,"1990"
"Up Up & Away","1001 Connecticut Ave NW Washington DC","Club/Bar","","M","","7/1/1993","?","93","",1990,1990,"",-77.0390135,38.9029004,"1990"
"Wave, The","1731 New Hampshire Ave NW Washington DC","Club/Bar","A club at the Carlyle Suites hotel.","M","","3/1/1997","1998","97","98",1990,1990,"",-77.0394593,38.9133407,"1990"
"Wet","52 L St SE Washington DC","Club/Bar","Followed Lost & Found and Quorum at this location.  (See also entries for Edge; Lost & Found; Quorum; Zone.)","M","","1999","2006","99","06",1990,2000,"",-77.0082399,38.8775342,"1990"
"Windows","1637 17th St NW Washington DC","Club/Bar","Above Dupont Italian Kitchen restaurant; nicknamed ""widows,” after its predominantly older crowd.  (See also entry for DIK Bar.)","M","","6/14/1996","2002","96","02",1990,2000,"",-77.0382431,38.912428,"1990"
"Zone","56 L St SE Washington DC","Club/Bar","When Quorum took over the Lost & Found, the Zone opened ""a video pool hall for the 90s.""  With nude male dancers.  Wet replaced it.  (See also entries for Edge; Lost & Found; Quorum; Wet.)","M","","Jun-92","1999","92","99",1990,1990,"",-77.0082721,38.8775343,"1990"
"Paul Lawrence Dunbar Home","321 U St NW Washington DC","Community Site","Reputedly bisexual, Dunbar moved here with his mother  and wife while working at the Library of Congress.","M","African-American","1896","1899 (?)","1896","99",1970,1990,"",-77.0167,38.916995,"1990"
"Clubhouse","1296 Upshur St NW Washington DC","Club/Bar","A disco without a regular liquor license. Famous for its 'acid punch'.  A membership club and premier dance club for the African-American gay and lesbian community.  It grew out of the Zodiac Den and Third World.  Fundraiser/community support helped keep it going in late 80s, supported by Best of Washington & Associates. Known for its Children's Hour events on Sundays.  Site of the AIDS forum for the African-American community in 1983. Owners: Aundrea Scott, John Eddy, Chasten Morrell.  Managed by Ray Melrose and Rainey Cheeks.  Featured Master DJ Tito Robinson.","MW","African-American",".  5-1975","5/26/1990","75","90",1970,1990,"",-77.0294936,38.9418664,"1990"
"Encore Social Club","1900 Fenwick St NE Washington DC","Club/Bar","Off New York Avenue and Fenwick NE.  The Encore followed the closing of the Clubhouse as a center, with raps and discussions, fundraisers for ICAN, Raymond Carter manager","MW","African-American","Oct-90","1992","90","92",1990,1990,"",-76.9847405,38.9141981,"1990"
"Deco Cabana","2122 P St NW Washington DC","Club/Bar","Latino club that followed Escandalo at this location, drag shows, popular late 90s.","MW","Latino","Apr-98","2000","98","00",1990,2000,"",-77.0476099,38.9095043,"1990"
"El Faro","2411 18th St NW Washington DC","Club/Bar","2nd floor, First Latino gay club in DC.  Owner: Oscar Guardado.  The club drew a lot of hostility leading to violence that undermined its drawing power.  Ana Maria Morales killed in front of El Faro in January 1993.  Five customers assaulted in front of El Faro in March 1993.  Accused killer of Morales acquitted.","MW","Latino","10/25/1991","1995","91","95",1990,1990,"",-77.0417507,38.9208816,"1990"
"Escandalo","2122 P St NW Washington DC","Club/Bar","Latino gay club became very popular, 'community center', for young Latinos and Latinas.  Popular drag shows.  Owner: Roberto Hermasillo.  Paired with Lonestar West restaurant.","MW","Latino","Feb-94","Nov-97","94","97",1990,1990,"",-77.0476099,38.9095043,"1990"
"1409 Playbill Café","1409 14th St NW Washington DC","Club/Bar","Popular restaurant, featuring drag bingo and performance art","MW","","1998","9/30/2011","98","11",1990,2010,"",-77.0319065,38.9094045,"1990"
"17th St Bar & Grill","1615 Rhode Island Ave NW Washington DC","Club/Bar","Popular Sunday brunch, in Governor's House Hotel","MW","","1990","","90","",1990,1990,"",-77.0380294,38.9069817,"1990"
"801 Club","801 Pennsylvania Ave SE Washington DC","Club/Bar","Replaced the Blue Penguin","MW","","Jun-95","?","95","",1990,1990,"",-76.994593,38.8836013,"1990"
"930 Club","930 F St NW Washington DC","Club/Bar","Straight music venue with gay evenings","MW","","1980","12/31/1995","80","95",1980,1990,"",-77.0252558,38.8973467,"1990"
"9:30 Club","815 V St. NW Washington DC","Club/Bar","Second location of 9:30 Club.  Beginning in September 1997 (until ?) hosted Millennium, a Saturday night dance party.  Frequent host of Blowoff event for the bear community.","MW","","1/5/1996","","96","",1990,1990,"dec90",-77.0236339,38.9180478,"1990"
"Badlands","1415 22nd St NW Washington DC","Club/Bar","Popular Dupont dance bar, managed by Sophie Tucker (Don Gilliken) for many years.   Home for many years of the Miss Capitol Pride pageant.  Accused of carding in the early 1980s.  Video bar, Annex, upstairs.  (See also entries for Apex; Phase One of Dupont.)","MW","","1984","2002","84","02",1980,2000,"",-77.048432,38.9090921,"1990"
"Banana Café","500 8th St SE Washington DC","Club/Bar","Cuban restaurant is the latest gay enterprise at this location.  (See entry for Johnnie’s.)","MW","","Aug-96","","96","",1990,1990,"",-76.9947021,38.8825763,"1990"
"Bent (at the Andalusian Dog)","1344 U St NW Washington DC","Club/Bar","""For the Hipper Homo"", dance club","MW","","4/22/1995","Apr-97","95","97",1990,1990,"",-77.0312768,38.916741,"1990"
"Black Cat","1831 14th St NW Washington DC","Club/Bar","Drew gay crowd on Saturday nights, lesbian shows late 90s.  Home of the popular women's program Mothertongue.","MW","","1993","2001","93","01",1990,2000,"dec90",-77.0316065,38.9150495,"1990"
"Blue Penguin","801 Pennsylvania Ave SE Washington DC","Club/Bar","Restaurant, bar and dance floor.  Hosted drag and karaoke shows.","MW","","11/21/1993","6/2/1995","93","95",1990,1990,"",-76.994593,38.8836013,"1990"
"Chaos","1603 17th St NW Washington DC","Club/Bar","Replaced the short-lived Q Club.  Original owners:  Wes Sullivan, Carlos Aguilar. Chaos became a very diverse club with Latino, women's, and drag nights. Drag bingo (Tues), women’s night (Wed.) drag show (Sat), Latino drag (Fri.).  Hosted DC's only regularly scheduled drag kings show.  Among other show hosts have been Lena Lett, Leona Hemsley, Xavier Bloomingdale, Jordan Taylor, Gigi Couture, and Regina Joezet.","MW","","6/5/1998","2008","98","08",1990,2000,"",-77.0381965,38.9113924,"1990"
"Cities","2424 18th St NW Washington DC","Club/Bar","A mixed straight and gay club, held fundraisers and hosted Ladies of the 80s events.  (See entry for Club 2424.)","MW","","1989","Feb-90","89","90",1980,1990,"",-77.0423363,38.9214341,"1990"
"Club 2424","2424 18th St NW Washington DC","Club/Bar","Cities became Club 2424 in February 1990","MW","","2/1/1990","","90","",1990,1990,"",-77.0423363,38.9214341,"1990"
"Club Vanity","237 2nd St NW Washington DC","Club/Bar","Mixed club for men and women, replaced Li'l Sister","MW","","9/8/1990","?","90","",1990,1990,"",-77.0134528,38.8934122,"1990"
"Coyote Bar & Grill","2020 Florida Ave NW Washington DC","Club/Bar","Dupont area hangout.","MW","","11/1/1994","?","94","",1990,1990,"",-77.045601,38.9145151,"1990"
"Diversite","1526 14th St NW Washington DC","Club/Bar","14th St. dance club, hosted a few drag pageants in the late 90s","MW","","Oct-94","?","94","",1990,1990,"",-77.0323838,38.9106021,"1990"
"Franklyn's","2000 18th St NW Washington DC","Community Site","18th St. coffeeshop with leather influence.  Regularly hosts fundraisers for the drag and leather communities","MW","","1999","2002","99","02",1990,2000,"",-77.0418522,38.9171035,"1990"
"Hill Café","1310 Pennsylvania Ave SE Washington DC","Club/Bar","","MW","","12/31/1994","?","94","",1990,1990,"",-76.9877786,38.8815885,"1990"
"Larry's Lounge","1840 18th St NW Washington DC","Community Site","Advertised as a ""neighborhood bar and coffeehouse.”  Owner Lawrence Tan and his partner expanded next door to their own restaurant, Straits of Malaya, which had been operating since 1989 (and closed in 2010).","MW","","11/26/1993","","93","",1990,1990,"",-77.041845,38.9153909,"1990"
"Mr.-Henry's - U Street","1334 U St (upstairs) Washington DC","Club/Bar","","MW","","May-97","Nov-97","97","97",1990,1990,"",-77.0309954,38.9168075,"1990"
"Our Place","811 Virginia Ave SE Washington DC","Club/Bar","Community restaurant, fundraisers","MW","","Feb-90","1991","90","91",1990,1990,"",-76.994423,38.87779,"1990"
"Results, the Gym","1603 U St NW Washington DC","Club/Bar","`Gay health club of the 90s, very popular.  Expanded to other locations in 2001.","MW","","Nov-96","?","96","",1990,1990,"",-77.0371432,38.9172895,"1990"
"Sheridan's Dance Hall & Saloon","713 8th St SE Washington DC","Club/Bar","Country & western restaurant and dance club.  Hosted drag bingo Wednesday nights and drag pageants.  Owner: Sandy Thompson","MW","","1999","Jan-03","99","03",1990,2000,"",-76.9953252,38.8807696,"1990"
"Soho Tea and Coffee","2150 P St NW Washington DC","Community Site","Coffeehouse on the SE corner of P and 22nd St.  Soho was popular  in the 1990s with SMYAL-aged gay and lesbian youth.  Art shows, occasional musical performances.  Lesbian-owned.","MW","","11/15/1994","","94","",1990,1990,"",-77.0485638,38.9094846,"1990"
"Stage Door","1433 P St NW Washington DC","Club/Bar","Restaurant","MW","","11/1/1995","1997","95","97",1990,1990,"",-77.0332862,38.9098608,"1990"
"Tracks","1111 First SE Washington DC","Club/Bar","Popular dance club in SE.  Owners: Kim Postzman, Randy Hardwick.  Lesbo-agogo on Tuesdays started in July 1991.","MW","","9/1/1984","11/6/1999","84","99",1980,1990,"",-77.0058992,38.8774099,"1990"
"Trumpets","1633 Q St NW Washington DC","Club/Bar","Popular restaurant with jazz brunch on Sundays.","MW","","6/1/1990","Mar-98","90","98",1990,1990,"",-77.0381257,38.9113026,"1990"
"Velvet Nation","S Capitol & K St SE Washington DC","Club/Bar","Saturday night gay night at the Nation nightclub.  Ed Bailey and John Guggenmos, producers.   Popular gay dance club closed due to development around a new baseball stadium site.","MW","","3/27/1999","7/15/2006","99","06",1990,2000,"",-77.0059191,38.8542698,"1990"
"WannaBe's","1344 U St (downstairs) Washington DC","Club/Bar","","MW","","5/1/1997","Nov-97","97","97",1990,1990,"",-77.031297,38.916787,"1990"
"Wild Oates","539 8th St SE Washington DC","Club/Bar","Country-western dance bar opened by Bill Oates Jr and Travis Thorn.","MW","","4/5/1991","Dec-93","91","93",1990,1990,"",-76.995337,38.8815941,"1990"
"Zei Alley","1415 Zei Alley Washington DC","Club/Bar","Club that hosted a variety of gay dance nights, including Atlas (and later Tantrum) on Friday nights.","MW","","Nov-92","Oct-01","92","01",1990,2000,"",-77.0321586,38.9007818,"1990"
"Ziegfeld's","1345 Half St SE Washington DC","Club/Bar","Club that followed the Other Side at this location.  Backroom (Secrets) had nude male dancers.  Ziegfeld's hosted drag shows Thursday through Sunday.  Ella Fitzgerald hostess and show director.  Thursday nights were hosted by Sabrina White, Vita Opulence and others.  Owners: Chris Jansen, Allen Carroll.  Closed by eminent domain to use site for Washington Nationals ballpark.","MW","","3/11/1988","4/6/2006","88","06",1980,2000,"",-77.0074621,38.8753783,"1990"
"Coffeehouse","816 I St NE Washington DC","Community Site","Also known as the ENIK Alley Coffehouse.  An arts & literature center in a two story carriage house building behind a house at 816 I St NE. DCCBG & Ray Melrose founded the Coffeehouse.  It hosted the Sapphire Sapphos, and was taken over by Sapphire Sapphos in November 1984.  With an open loft overlooking the main floor, a fireplace and a warm atmosphere, the place was unique among gay and lesbian spaces in DC.  The coffeehouse was a crucible for artists, writers, musicians, and performance artists.  When Melrose moved to the DC Space, many of the performers at the Coffeehouse joined him there.","MW","African-American","1/1/1982","1990","82","90",1980,1990,"",-76.994187,38.90158,"1990"
"Gay Community Center","1228 17th St NW Washington DC","Community Site","Offered AIDS support groups in late 1980s.  Ran into financial difficulties in 1989, evicted in November 1990.  Last president Bob Roehr.  (See entry for DC Center.)","MW","","8/1/1988","11/26/1990","88","90",1980,1990,"",-77.0387718,38.9070056,"1990"
"Lambda Rising","1625 Connecticut Ave NW Washington DC","Community Site","","MW","","6/1/1984","Jan-10","84","10",1980,2010,"books",-77.0443648,38.9119808,"1990"
"Essie","816 I St NE Washington DC","Community Site","Run by the Sapphire Sapphos at the Coffeehouse.  (See also entry for the Coffeehouse.)","W","African-American","11/1/1984","1990 (?)","84","90",1980,1990,"",-76.994187,38.90158,"1990"
"Elan","1129 Pennsylvania Ave SE Washington DC","Club/Bar","On the 2nd floor. Women's bar, had Wednesday evening drag shows hosted by Michelle Michaels and Courtney Lovelace.","W","","4/4/1998","?","98","",1990,1990,"",-76.990681,38.88206,"1990"
"Ellington's on 8th","424A 8th St SE Washington DC","Club/Bar","Women's club on Sundays","W","","May-98","2007","98","07",1990,2000,"",-76.9947425,38.8830839,"1990"
"Hill Haven","516 8th St SE Washington DC","Club/Bar","Capitol Hill women's bar, opened a restaurant in August 1990.  Two controversies erupted in 1991.  The club was boycotted by black lesbians protesting perceived racism.  It was then exposed as not being ""lesbian-owned"" or even woman-owned in 1991, contrary to its advertising.  It came under new management January 1992.  In August 1991 Hill Haven started men's night on Wednesdays.","W","","11/30/1989","1993","89","93",1980,1990,"",-76.9948174,38.8821371,"1990"
"Hung Jury","1819 H St NW Washington DC","Club/Bar","One of the longest running women's bars in the city; dancing.","W","","1984","2002","84","02",1980,2000,"",-77.0420502,38.9002155,"1990"
"Jojo's","516 8th St SE Washington DC","Club/Bar","Special women's night on Saturdays, for 'progressive women', at Hill Haven","W","","5/18/1991","Aug-91","91","91",1990,1990,"",-76.9948174,38.8821371,"1990"
"Li'l Sister","237 2nd St NW Washington DC","Club/Bar","A women's bar, Fridays and Saturdays","W","","1/1/1989","Sep-90","89","90",1980,1990,"",-77.0134528,38.8934122,"1990"
"Out of the Blue II","915 U St NW Washington DC","Club/Bar","Second incarnation of original women's club that met above LoneStar East. Lasted about 6 months","W","","Feb-97","","97","",1990,1990,"",-77.0247047,38.9171963,"1990"
"Sophisticated Ladies","501 Morse St NE Washington DC","Club/Bar","A Saturday night women's club at G & G Italian Villa, which later became an organizer and promoter of women’s events.  Vicki Harris organized many of Sophisticated Ladies events, including women’s nights at Wet.","W","","Oct-94","?","94","",1990,1990,"",-76.9988806,38.9071322,"1990"
"Spy Club","805 15th St NW Washington DC","Club/Bar","Spy Club had Sunday night women's parties","W","","11/1/1991","?","91","",1990,1990,"",-77.0328313,38.9005647,"1990"
"Venus","1001 Connecticut Ave NW Washington DC","Club/Bar","Women's bar, open Friday and Saturday nights.","W","","3/8/1992","?","92","",1990,1990,"",-77.0390135,38.9029004,"1990"
"Womon","19th St at Dupont Circle Washington DC","Club/Bar","Sunday night women's night at Chicago dance club.","W","","Jun-91","?","91","",1990,1990,"",-77.0436202,38.909042,"1990"
"Lammas","1426 21st St NW Washington DC","Community Site","Cultural center and bookstore for DC lesbian and feminist community.  Mary Farmer sold Lammas to Jane Troxell, Rosa Fennell, Marge Darling & Susan Fletcher in March 1993","W","","3/1/1986","2000","86","00",1980,2000,"books",-77.0468232,38.9094543,"1990"
"Washington Area Women's Center","1350 Pennsylvania Ave SE Washington DC","Community Site","Last home of the Women's Center","W","","1988","1990","88","90",1980,1990,"",-76.9860172,38.8808481,"1990"
"Lambda Literary Foundation","1625 Connecticut Ave NW Washington DC","Community Site","LGBT literary foundation incorporated by Jim Marks.  Originally located in the carriage house behind Lambda Rising’s Connecticut Ave. location.  Published Lambda Book Report and was the second publisher for the gay men’s literary journal The James White Review.  Also ran the Lambda Literary Awards and several Behind Our Masks LGBT writers’ conferences.","","","5/1/1996","1997","96","97",1990,1990,"",-77.0443648,38.9119808,"1990"
"Lambda Literary Foundation","1773 T St NW Washington DC","Community Site","","","","1997","Sep-00","97","00",1990,2000,"",-77.0412979,38.9158018,"1990"
"Q Club","1603 17th St NW Washington DC","Club/Bar","Short-lived club that replaced Trumpets.  Carl Barnwell, pianist from Friends, played here.","","","3/1/1998","Jun-98","98","98",1990,1990,"",-77.0381965,38.9113924,"1990"
"Wayward Books","325 7th St. SE Washington DC","Community Site","Noted lesbian author Doris Grumbach (Entering the End Zone, The Ladies, etc.) and her partner Sylvia Pike owned a second-hand book store called Wayward Books just two stores away from Lammas and next door to the Post Office.  The shop was furnished with comfortable armchairs for readers to use while browsing the books.","","","1986","1993","86","93",1980,1990,"",-76.9964331,38.8854207,"1990"
"Metropolitan Community Church-DC","415 M St NW Washington DC","Community Site","In 1984, MCC-DC bought the property at 415 M St NW, a site formerly home to Hebrew congregations and youth groups, and moved into its first owned home","","","1984","1992","84","92",1980,1990,"church",-77.0167725,38.905868,"1990"
"Metropolitan Community Church-DC","474 Ridge St NW Washington DC","Community Site","MCC-DC built its new sanctuary at the corner of 5th and Ridge Streets NW and celebrated its first event there at Christmas 1992.","","","1992","","92","",1990,1990,"church",-77.0186814,38.9062799,"1990"
"Whitman-Walker Clinic","1407 S St NW Washington DC","Community Site","","","","1987","2008","87","08",1980,2000,"clinics",-77.0323393,38.9142517,"1990"
"Townhouse Tavern","1637 R St NW Washington DC","Club/Bar","Local ""dive-bar"" in Dupont Circle;  site of a federal cocaine sting in 2011.","All","All","Aprili 1997","8/5/14","97","14",1990,2010,"",-77.038101,38.912815,"1990"
"Circle","1629 Connecticut Ave NW Washington DC","Club/Bar","When Rascals closed in December 1992,after suspension of its liquor license and Riggs' refusal to renew the lease beyond 1 year, the owners applied to transfer the liquor license across the street to 1629 Connecticut.  The new location, the Circle, took a year to get its liquor license transferred from Rascal's location.  The Circle became a very popular bar for African-American and white gay men.  The Sunday evening happy hour had lines down the street waiting to get in.","M","African-American","Jan-94","2000","94","00",1990,2000,"",-77.0444228,38.9121208,"2000-Present"
"Nob Hill Restaurant","1101 Kenyon St NW Washington DC","Club/Bar","One of the longest continuously operating gay bars in the city, and one of the oldest African-American gay bars in the country.  Reportedly operated as private club from 1953-1957. ""Its start as a private club helps explain why it is located in a mostly residential neighborhood in Columbia Heights.""--Brett Beemyn.  Owners: James E. Jones, Leonard Kelly, Wayne Hill, Riley Campbell, and Robert Jones. Later bought by Robert Jones, who started here in 1981.  Hosted first AIDS forum in the African-American community.  One of the major sites for African-American drag shows.  Hosted male strip shows on weekends.","M","African-American","1957","2/1/2004","57","04",1950,2000,"nobHill",-77.0279377,38.9299362,"2000-Present"
"Andalu","1214 18th St NW Washington DC","Club/Bar","Deep End: Wednesday night for gay crowd started in 2000; moved to 1355 H St. NE in early 2003.","M","","2000","2009 (?)","00","09",2000,2000,"",-77.0419233,38.906271,"2000-Present"
"Ardiente","1129 Pennsylvania Ave SE Washington DC","Club/Bar","Latin disco and drag shows on Fridays and Saturdays, organized by the Carrero sisters.  Moved to Sheridan's in mid-2001","M","","2000","2001","00","01",2000,2000,"",-76.990681,38.88206,"2000-Present"
"Club Ten","1345 Half St SW Washington DC","Club/Bar","A short-lived leather bar that opened in the old Pier Nine building, Club Ten never attracted enough patrons to keep it going.","M","","2003","2004","03","04",2000,2000,"",-77.0106421,38.8739635,"2000-Present"
"Club Washington Bath II","20 O St SE Washington DC","Club/Bar","Also known as Club East II; Club Washington; Club Baths of Washington.  The only bathhouse to survive the 1980s.  Just Us:  “The DC branch of the well-known Club Bath chain is open to members 24 hours a day.  Special features include a sauna room, a sundeck, a TV lounge, a snack bar, and private rooms for relaxing.”  Out (1977) listed Tuesdays as “Levi/Leather Nite.”","M","","6/1/1972","Mar-06","72","06",1970,2000,"",-77.009877,38.908314,"2000-Present"
"DIK Bar","1637 17th St NW Washington DC","Club/Bar","Bar for men above the Dupont Italian Kitchen; formerly (and still frequently) known as Windows.  (See also entry for Windows.)","M","","2002","","02","",2000,2000,"",-77.0382431,38.912428,"2000-Present"
"Edge","56 L St SE Washington DC","Club/Bar","Followed the Lost & Found at this location.  Manager: Jeff Neal.  Licenses suspended December 1998 for fights.  (See also entries for Lost & Found; Quorum; Wet; Zone.)","M","","1991","2006","91","06",1990,2000,"",-77.0082721,38.8775343,"2000-Present"
